id;name;category;kcal_100g;protein_100g;fat_100g;carb_100g;portion_g;price;shop;tags;composition;url;photo
khalyal;Готовая еда: халяль;Готовая еда;;;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/gotovaya-eda/khalyal/;
kotleta-kurinaya-s-kartofelnym-pyure-20969.html;Котлета куриная с картофельным пюре;Готовая еда;155.0;12.6;6.6;11.3;;280.0;vkusvill;;Состав                                                                                                                                                       МЯСОКОМБИНАТ ЭКО ООО: котлета куриная (филе грудки куриное, меланж жидкий пастеризованный охлаждённый (яйцо куриное пищевое), масло подсолнечное рафинированное дезодорированное, крахмал картофельный, соль пищевая, кориандр молотый, перец чёрный молотый), картофельное пюре (картофель свежий, молоко нормализованное массовая доля жира 3,2%, масло сливочное массовая доля жира 82,5%, сливки питьевые нормализованные ультрапастеризованные массовая доля жира 22%, соль пищевая);https://vkusvill.ru/goods/kotleta-kurinaya-s-kartofelnym-pyure-20969.html;
syrniki-zapekanki-i-rikotniki;Сырники, запеканки и рикотники;Готовая еда;;4.7;;;;200.0;vkusvill;;а сахар и добавили рикотту;https://vkusvill.ru/goods/gotovaya-eda/zavtraki/syrniki-zapekanki-i-rikotniki/;
pibimpab-s-marinovannoy-govyadinoy-61054.html;Пибимпаб с маринованной говядиной;Готовая еда;170.2;;;;;388.0;vkusvill;;Состав                                                                                                                                                       крупа рисовая отварная (вода питьевая, крупа рисовая (рис круглозёрный), масло подсолнечное рафинированное дезодорированное), говядина по-корейски (говядина (произведено из мороженого сырья), лук репчатый свежий, капуста пекинская свежая , морковь столовая свежая, перец сладкий свежий, фасоль стручковая быстрозамороженная, томаты свежие, масло подсолнечное рафинированное дезодорированное, соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая, сахар) масло кунжутное нерафинированное, чеснок сушеный, перец красный молотый, чеснок свежий, соль пищевая), салат Кимчи (капуста пекинская свежая, лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, морковь столовая свежая, кислота уксусная 70%, паприка красная сушеная (кусочки), сахар, соль пищевая,  чеснок свежий, перец красный молотый, паприка молотая , кориандр молотый), огурцы битые (огурцы свежие, морковь по-корейски (морковь столовая свежая, соль пищевая, сахар, кислота уксусная 70%, кориандр молотый, масло подсолнечное рафинированное дезодорированное, масло кунжутное нерафинированное, семена кунжута белого, чеснок свежий, перец красный молотый), сахар, соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая, сахар), кинза свежая, масло кунжутное нерафинированное, уксусная кислота 70%, соль пищевая, перец красный молотый, чеснок свежий), соевый соус с зеленью (соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая, сахар), петрушка свежая, кинза свежая, лук зеленый свежий, лук жареный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), уксусная кислота 70%, сахар, чеснок свежий, паприка молотая, кориандр молотый, перец красный молотый), блин-омлет (меланж яичный жидкий, масло подсолнечное рафинированное дезодорированное, соль пищевая), семена кунжута белые;https://vkusvill.ru/goods/pibimpab-s-marinovannoy-govyadinoy-61054.html;
borshch-ukrainskiy-s-kuritsey-1-kg-35099.html;"Борщ ""Украинский"" с курицей, 1 кг";Готовая еда;67.7;;;;;476.0;vkusvill;;Состав                                                                                                                                                       ИНГРЕДИКА ООО: вода питьевая, свёкла столовая свежая, картофель свежий, капуста белокочанная свежая, лук репчатый свежий, морковь столовая свежая, филе куриной грудки отварное (филе куриной грудки, вода питьевая, соль пищевая, перец чёрный молотый), чеснок свежий, томатная паста (массовая доля сухих растворимых веществ 36–38 %), уксус столовый 9 %, сахар, соль пищевая, перец чёрный молотый, лавровый лист, укроп сушеный;https://vkusvill.ru/goods/borshch-ukrainskiy-s-kuritsey-1-kg-35099.html;
salat-vitaminnyy-s-limonnoy-zapravkoy-34835.html;"Салат ""Витаминный"" с лимонной заправкой";Готовая еда;111.7;0.7;7.3;10.8;;208.0;vkusvill;;Состав                                                                                                                                                       ФЛАЙ СЕРВИС ООО: капуста белокочанная свежая, огурец свежий, морковь столовая свежая, перец сладкий свежий, масло подсолнечное рафинированное дезодорированное, сахар, мёд натуральный цветочный, уксус яблочный, сок лимона прямого отжима, соль пищевая, зелень укропа свежая;https://vkusvill.ru/goods/salat-vitaminnyy-s-limonnoy-zapravkoy-34835.html;
pasta-salat-s-sousom-pesto-indeykoy-syrom-i-vyalenymi-tomatami-105236.html;Паста-салат с соусом песто, индейкой, сыром и вялеными томатами;Готовая еда;149.2;;;;;308.0;vkusvill;;Состав                                                                                                                                                       Макароны отварные (вода питьевая, изделия макаронные высший сорт (макароны из твердой пшеницы для макаронных изделий высшего сорта, вода питьевая), масло подсолнечное рафинированное дезодорированное, соль пищевая), соус песто (масло подсолнечное рафинированное дезодорированное, базилик свежий, ядро ореха кедрового, сыр пармезан м;https://vkusvill.ru/goods/pasta-salat-s-sousom-pesto-indeykoy-syrom-i-vyalenymi-tomatami-105236.html;
kesadilya-s-kuritsey-220-g-95427.html;Кесадилья с курицей, 220 г;Готовая еда;178.5;;;;;298.0;vkusvill;;Состав                                                                                                                                                       тортилья пшеничная (мука пшеничная хлебопекарная высшего сорта, вода питьевая, соль пищевая), сыр моцарелла м;https://vkusvill.ru/goods/kesadilya-s-kuritsey-220-g-95427.html;
syrniki-zlakovye-s-koritsey-113502.html;"Сырники ""Злаковые"" с корицей";Готовая еда;238.0;;;;;234.0;vkusvill;;Состав                                                                                                                                                       творог м;https://vkusvill.ru/goods/syrniki-zlakovye-s-koritsey-113502.html;
zakuski;Закуски;Готовая еда;;;;;;200.0;vkusvill;;;https://vkusvill.ru/goods/gotovaya-eda/zakuski/;
