id,name,price,category,url,shop,photo,composition,tags,portion_g,kcal_100g,protein_100g,fat_100g,carb_100g
latte-matcha-0-3-na-funduchnom-napitke-kafe-80191,"Латте матча 0,3 на фундучном напитке, кафе",260,Готовая еда,https://vkusvill.ru/goods/latte-matcha-0-3-na-funduchnom-napitke-kafe-80191.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"напиток на растительной основе Фундук (вода питьевая, крупа рисовая, паста из ядер ореха фундука (ядра ореха фундука обжаренные, натуральный ароматизатор Фундук), масло подсолнечное рафинированное дезодорированное, регуляторы кис",,100.0г,59.6,0.5,2,9.9
ris-s-kukuruzoy-i-bobami-edamame-ves-sp-108341,"Рис с кукурузой и бобами эдамаме, вес СП",880,Готовая еда,https://vkusvill.ru/goods/ris-s-kukuruzoy-i-bobami-edamame-ves-sp-108341.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Рис Жасмин (рис шлифованный длиннозёрный Жасмин), кукуруза в зернах (кукуруза сахарная целыми зернами, вода питьевая, соль пищевая), бобы эдамаме (бобы эдамаме соевые зелёные очищенные).",,100.0г,150.8,4.7,1.5,29.7
file-treski-s-kartofelno-tykvennym-pyure-34111,Филе трески с картофельно-тыквенным пюре,388,Готовая еда,https://vkusvill.ru/goods/file-treski-s-kartofelno-tykvennym-pyure-34111.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Филе трески жареное (филе трески атлантической (произведено из мороженого сырья), масло подсолнечное рафинированное дезодорированное, соль пищевая, перец черный молотый), картофельно-тыквенное пюре (картофель свежий, тыква свежая, ма",,260.0г,116,6.2,8,4.8
salat-tsezar-s-kurinoy-grudkoy-yaytsom-pashot-i-khrustyashchim-tostom-88392,"Салат Цезарь с куриной грудкой, яйцом пашот и хрустящим тостом",480,Готовая еда,https://vkusvill.ru/goods/salat-tsezar-s-kurinoy-grudkoy-yaytsom-pashot-i-khrustyashchim-tostom-88392.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Куриное филе гриль (филе грудки куриное, масло подсолнечное рафинированное дезодорированное, чеснок свежий, приправа прованские травы сушеные (базилик, майоран, чабер, тимьян, орегано, розмарин, мята), соль пищевая, перец черный моло",,311.0г,192.75,13.64,11.83,7.93
manty-s-myasom-i-tykvoy-99889,Манты с мясом и тыквой,308,Готовая еда,https://vkusvill.ru/goods/manty-s-myasom-i-tykvoy-99889.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"начинка (говядина замороженная, тыква свежая, лук репчатый свежий, филе куриной грудки замороженное, масло сладко-сливочное несоленое м.д.ж. 82,5%, масло подсолнечное рафинированное дезодорированное, соль пищевая, перец чёрный молоты",,200.0г,187,7.6,6.6,24.3
bolshaya-portsiya-lenivykh-golubtsov-6-sht-v-smetannom-souse-81145,Большая порция ленивых голубцов (6 шт) в сметанном соусе,920,Готовая еда,https://vkusvill.ru/goods/bolshaya-portsiya-lenivykh-golubtsov-6-sht-v-smetannom-souse-81145.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Голубцы ленивые в сметанном соусе (голубцы (филе грудки цыпленка-бройлера замороженное, филе бедра цыпленка-бройлера замороженное, капуста белокочанная свежая, крупа рисовая отварная (вода питьевая, крупа рисовая), морковь столовая с",,860.0г,154.7,8.9,10.7,5.7
plov-s-ovoshchami-i-nutom-45519,Плов с овощами и нутом,208,Готовая еда,https://vkusvill.ru/goods/plov-s-ovoshchami-i-nutom-45519.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"крупа рисовая (рис басмати), вода питьевая, морковь столовая свежая, нут, лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, барбарис сушеный, соль пищевая, приправа для плова (соль морская пищевая, паприка крас",,250.0г,184.5,3.2,5.7,30.1
pirozhok-s-yablochnoy-nachinkoy-kafe-36939,"Пирожок с яблочной начинкой, кафе",70,Готовая еда,https://vkusvill.ru/goods/pirozhok-s-yablochnoy-nachinkoy-kafe-36939.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"ИДЕОЛОГИЯ ЕДЫ ООО: тесто (мука пшеничная хлебопекарная в/с, молоко питьевое нормализованное ультрапастеризованное м.д.ж. 3,2 % , масло сливочное м.д.ж 82% (пастеризованные сливки), яйцо куриное пищевое, дрожжи прессованные (дрожжи (",,50.0г,264.4,5.7,9.6,38.8
latte-matcha-rozovaya-taro-pink-0-3-na-kokosovom-napitke-kafe-101922,"Латте матча розовая ""Таро-Пинк"" 0,3 на кокосовом напитке,кафе",380,Готовая еда,https://vkusvill.ru/goods/latte-matcha-rozovaya-taro-pink-0-3-na-kokosovom-napitke-kafe-101922.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"напиток на растительной основе Кокосовое специальное (вода, рисовая мука, кокосовая паста ингредиенты менее 2%: масло растительное подсолнечное, регуляторы кислотности: ортофосфат калия 2- замещенный, ортофосфат натрия 1- замещен",,100.0г,68,1.7,3.2,8.1
golubtsy-lenivye-iz-myasa-ptitsy-600-g-65276,"Голубцы ленивые из мяса птицы, 600 г",518,Готовая еда,https://vkusvill.ru/goods/golubtsy-lenivye-iz-myasa-ptitsy-600-g-65276.html,vkusvill_improved,https://vkusvill.ru/local/templates/main-responsive/img/header/menu_slider/catalog.svg,"Чем отличается продукт ВкусВилла Большой формат упаковки для всей семьи. Состав проверен: нет усилителей вкуса, консервантов и антибиотиков",,600.0г,79.7,4.9,1.7,11.2
